label,air_temp,process_temp,rotational_speed,torque,tool_wear,power,temp_diff,type_H,type_L,type_M
0,0.34784535,0.33388352,0.119593695,-0.6790513,-0.938325,-0.79777586,-0.20065387,0,1,0
0,0.29776013,-0.071707085,-0.4992878,0.23921151,0.96395075,0.14091678,-0.70075804,0,0,1
0,0.8486668,0.67187226,0.04775923,0.029607834,-1.3627998,0.23337567,-0.70075804,0,1,0
0,0.99890715,0.6042704,-0.001972318,-0.57924014,-1.48857,-0.7188122,-1.100842,0,1,0
0,1.2994031,0.67187226,-0.637431,-0.19995777,0.57091856,-0.57445997,-1.6009462,0,1,0
0,-0.50355726,0.26628166,-0.31141308,0.14938131,-0.1837032,0.15135583,1.399679,0,1,0
0,-1.2547895,-1.0180714,-0.8087286,0.6584181,-0.81255466,0.48038277,0.999596,1,0,0
0,-0.95429355,-0.6800827,0.10854224,-0.59920245,-0.84399724,-0.68246543,0.89957476,0,1,0
0,-0.5536425,-0.95046955,-0.001972318,0.538645,-1.6300616,0.9644356,-0.3006751,0,1,0
0,1.8503097,1.8210422,-1.2342097,1.1774362,1.4041468,0.7982476,-1.0008208,0,0,1
0,-0.80405325,-1.0856733,-0.333516,-0.080184296,-0.7811121,-0.19704525,-0.0006123865,1,0,0
0,0.49808568,-0.13930896,0.3019427,-0.88865477,0.5551973,-1.0176736,-1.2008623,0,0,1
0,1.1491475,0.80707604,-0.7645228,0.967833,0.1621651,0.9409106,-1.100842,0,1,0
0,-0.95429355,-1.0180714,0.7550524,-0.9485415,-1.3470784,-0.86683685,0.39947057,0,1,0
0,-0.20306134,-0.6124808,-0.576648,0.8380785,0.5551973,0.923753,-0.50071657,0,0,1
0,-0.80405325,-1.4236621,1.1252762,-1.2679373,0.4137057,-1.2119572,-0.50071657,0,1,0
0,-0.50355726,0.063496664,0.9152985,-0.98846596,-0.37235865,-0.847062,1.0996172,0,0,1
0,-1.6554406,-1.4912639,0.36272573,-0.8686927,0.319378,-0.9529192,1.0996172,0,1,0
0,-0.6037277,-0.13930896,-0.30036163,0.23921151,-0.52957153,0.28997633,0.999596,0,1,0
1,0.7985816,0.063496664,-0.9800261,1.5766809,-0.59245664,1.5629592,-1.500925,0,1,0
0,-0.45347208,0.26628166,-0.4937621,0.089494765,-0.35663736,-0.067340694,1.2996587,0,1,0
0,1.2493179,0.7394741,-0.2561558,-0.10014661,0.46086955,-0.17261232,-1.4009037,0,1,0
0,-1.2547895,-0.95046955,-0.2948359,0.5885506,-0.46668637,0.80201685,1.0996172,0,0,1
0,-1.35496,-1.2884582,-0.394299,0.9778139,-1.6929468,1.2804253,0.79955447,0,1,0
0,-1.755611,-1.7616508,0.1416966,0.34900364,1.356983,0.7893316,0.89957476,0,0,1
0,-0.95429355,-0.6800827,2.4127707,-2.0664268,0.7910166,-2.1345072,0.89957476,0,0,1
1,0.34784535,1.2802478,-1.1292208,1.7064353,1.356983,1.5853121,1.1996374,0,1,0
0,0.097434595,-0.2068902,-1.9691315,2.1356237,0.979672,1.2345086,-0.50071657,0,0,1
0,0.39791524,1.6858385,-0.12353833,-0.080184296,-0.010769043,-0.05157966,1.6997416,0,1,0
0,-0.6537976,-0.071707085,-0.9302946,1.1275307,1.467032,1.0095226,1.1996374,0,1,0
0,0.648326,0.46908727,-0.018549502,-0.070203334,-1.2055868,0.036153298,-0.6007378,0,1,0
0,0.39791524,1.7534404,-0.902666,1.3570963,0.1778864,1.3436275,1.7997628,0,1,0
0,-0.80405325,-0.2068902,0.7716296,-0.66907036,0.9325082,-0.39880916,1.2996587,0,0,1
0,0.8987367,0.46908727,-0.43297908,0.41887155,-0.92260367,0.44741455,-1.100842,0,1,0
0,0.34784535,1.5506347,-0.6705854,0.8979651,-0.60817796,0.9264873,1.5997214,0,1,0
0,-1.2547895,-1.1532751,-0.3500932,0.5586069,-1.2055868,0.7139524,0.79955447,0,0,1
0,-0.4033869,-1.0180714,-0.28931016,0.11943804,0.5080334,0.12400283,-0.70075804,0,1,0
0,-0.35331696,-0.6800827,-0.26720726,-0.16003315,0.115001254,-0.26759106,-0.3006751,0,1,0
0,-1.2047043,-0.95046955,-0.31693882,-0.1700145,-1.0798166,-0.31581262,0.999596,0,0,1
0,0.44800046,-0.2068902,-0.43850482,0.20926785,1.1526061,0.14369023,-1.2008623,0,1,0
0,-1.1546191,-0.4096958,0.37930292,-0.9784848,0.429427,-1.1164804,1.6997416,1,0,0
0,-0.80405325,-0.54487896,0.39035437,-0.75890017,1.356983,-0.76469064,0.79955447,0,1,0
0,0.6984112,0.26628166,-0.60427666,1.0876064,1.1054423,1.2492347,-1.0008208,0,1,0
0,-0.35331696,0.33388352,0.13064516,0.20926785,-1.3942423,0.5671486,1.1996374,0,0,1
0,0.7985816,0.46908727,-0.6540082,0.43883386,-0.21514577,0.30251494,-0.9007995,0,0,1
0,-0.85413843,-1.3560601,1.2523679,-1.3976917,-0.1837032,-1.3748344,-0.3006751,0,0,1
0,-1.35496,-1.2884582,-0.34456745,1.2273419,-1.6615041,1.6847827,0.79955447,1,0,0
0,-1.054464,-0.6124808,0.41245726,-0.18997681,-0.71822697,0.14636579,1.1996374,0,0,1
0,-1.3048747,-0.8152864,-0.51033926,1.8062465,0.33509928,2.351137,1.399679,0,1,0
0,-1.1546191,-1.0856733,1.108699,-1.2878995,0.4451483,-1.2539383,0.6995333,0,1,0
0,-0.753968,-0.4096958,0.21353106,-0.36963683,-0.5767354,-0.2649542,0.89957476,0,1,0
0,-1.1546191,-0.74768454,-0.44955626,0.10945669,-1.4728488,-0.0069124703,1.1996374,0,1,0
0,-0.85413843,-0.8152864,-1.0518606,1.2073796,-0.057932902,1.0046988,0.49949178,0,0,1
0,-1.6053706,-1.4236621,0.9208242,-0.91859823,0.052116103,-0.7275037,1.0996172,0,1,0
0,0.648326,0.80707604,0.7495267,-0.7888438,-1.5042913,-0.6081016,-0.10063361,0,1,0
0,0.29776013,0.4014854,3.2471557,-2.1263132,-0.85971856,-1.9745396,-0.0006123865,0,1,0
0,-0.753968,-1.1532751,-0.19537279,-0.19995777,-1.378521,-0.27759072,-0.20065387,0,1,0
0,-1.0043788,-1.2884582,0.26326263,-0.7688815,-1.2213081,-0.85296,0.09940883,0,0,1
0,0.34784535,0.4014854,1.3186766,-1.2878995,1.68713,-1.153374,-0.10063361,0,0,1
0,0.44800046,1.4154516,-0.9966033,1.1674553,0.60236114,1.0024917,1.1996374,0,1,0
0,1.8002245,1.5506347,-0.48823637,0.33902267,0.1778864,0.2908943,-1.3008834,0,1,0
0,-1.3048747,-1.2208564,-0.84740865,0.09947573,-1.1427017,-0.30942607,0.79955447,0,1,0
0,2.0506353,2.159031,0.2577369,0.10945669,0.33509928,0.50682735,-0.9007995,0,0,1
0,-0.7038828,-0.34209394,-0.7479456,0.32904133,-1.1741443,0.0779883,0.89957476,0,0,1
0,1.2493179,0.7394741,0.54507476,-0.7988248,1.4198681,-0.7400815,-1.4009037,0,0,1
1,-0.50355726,-0.071707085,-0.91924316,1.5667,1.467032,1.6094915,0.89957476,0,1,0
1,1.1992327,0.19867977,-0.9081917,1.2473042,0.8381804,1.1906911,-2.10105,0,0,1
0,2.0506353,2.0238273,0.14722234,-0.27980664,-1.5828978,-0.16985844,-1.100842,0,1,0
0,1.1491475,0.94225913,-0.3500932,-0.26982567,-1.378521,-0.48239127,-0.9007995,0,1,0
0,0.29776013,-0.4096958,-0.71479124,0.05955111,-0.13653934,-0.26841113,-1.2008623,0,1,0
0,-1.2547895,-0.4772977,0.4621888,-0.65908897,-0.52957153,-0.56506544,1.7997628,0,1,0
1,-0.85413843,-1.2884582,-0.70373976,1.2273419,1.7342938,1.352807,-0.20065387,0,1,0
0,-1.9058514,-1.8968339,-2.0520175,2.335246,1.0111146,1.3726894,0.999596,0,0,1
0,0.14750452,-0.54487896,-0.040652413,0.019626869,1.356983,0.15544748,-1.100842,0,1,0
0,-0.30323175,-0.95046955,0.009079138,-0.090165645,0.02067353,0.025245247,-0.8007793,0,0,1
0,-0.10290622,-0.27449208,0.32404563,-0.8986359,0.49231213,-1.0211304,-0.20065387,0,1,0
0,0.24767493,0.8746573,-0.394299,0.10945669,-1.158423,0.033223663,0.79955447,0,0,1
0,1.5498139,1.9562253,-0.1566927,0.009645524,-0.010769043,0.058252167,-0.20065387,0,1,0
0,-1.4050299,-1.1532751,-0.47718492,0.57856923,-0.04221162,0.639911,1.0996172,1,0,0
0,-0.25314656,-0.6800827,-0.22852716,0.4587958,-0.105096765,0.66563296,-0.50071657,0,1,0
0,-0.6537976,-0.4096958,-0.9081917,0.82809716,0.7752953,0.6267372,0.6995333,0,0,1
0,1.2493179,1.2802478,-1.3336728,1.74636,-0.7968334,1.4296998,-0.6007378,0,0,1
0,-0.90420836,-1.1532751,0.8213611,-0.7988248,1.4827532,-0.5838344,0.09940883,0,1,0
0,-0.753968,-0.8828677,-0.9523975,0.728286,-0.95404625,0.45551,0.1994291,0,0,1
0,-1.8557814,-1.8292526,-0.22852716,0.15936227,-1.4571275,0.2267742,0.999596,0,0,1
0,1.3995582,1.5506347,-1.123695,1.74636,1.2469339,1.6430748,-0.50071657,1,0,0
0,-0.50355726,-0.4096958,-0.6650597,0.82809716,-0.26230964,0.834272,0.39947057,0,1,0
0,0.047349393,0.19867977,-1.0739635,1.7064353,-0.5767354,1.6410726,0.1994291,0,0,1
0,-0.50355726,0.19867977,-0.31141308,-0.080184296,0.71241015,-0.18173318,1.2996587,0,1,0
0,-1.5552855,-1.4912639,0.025656322,-0.2398824,0.02067353,-0.18946753,0.89957476,0,0,1
0,-0.5536425,-0.8152864,-0.05170387,-0.1700145,-1.3313571,-0.13628463,-0.10063361,0,1,0
0,-0.052821014,0.26628166,0.20247962,-0.56925917,1.2626551,-0.5798502,0.49949178,0,0,1
0,0.99890715,0.4014854,-0.39982474,0.48873943,-0.34091607,0.5735939,-1.4009037,0,1,0
0,-0.6537976,-1.0856733,0.8545155,-1.1282016,1.3727041,-1.1109922,-0.3006751,0,1,0
0,0.047349393,0.33388352,-1.0131805,0.57856923,0.2879354,0.20607185,0.39947057,0,1,0
0,0.44800046,1.009861,0.90977275,-0.8686927,0.8067379,-0.6503177,0.599513,0,0,1
0,-0.30323175,-0.6800827,1.4402426,-1.5673709,0.319378,-1.5873306,-0.40069535,0,1,0
0,1.2493179,1.3478497,-0.10143542,0.019626869,1.0425571,0.11226515,-0.50071657,0,0,1
0,0.54817086,0.67187226,0.1416966,1.2273419,1.1840488,2.1342273,-0.10063361,0,1,0
0,-1.2047043,-1.3560601,-1.5547018,1.736379,0.49231213,1.1928103,0.39947057,0,1,0
0,-1.5552855,-1.2884582,1.1142247,-1.1182206,-0.74966955,-0.96226454,1.1996374,0,1,0
0,1.2994031,1.3478497,-0.23957862,0.4987204,-0.45096508,0.7153585,-0.6007378,0,0,1
0,-1.3048747,-1.1532751,-0.70373976,0.1992869,0.052116103,-0.067438595,0.89957476,0,1,0
0,-1.3048747,-1.0856733,-0.12353833,0.09947573,-1.4099636,0.21507522,0.999596,0,0,1
0,-0.80405325,-0.6800827,-0.1787956,-0.38959914,1.3098191,-0.5460715,0.599513,0,0,1
0,-0.753968,-0.2068902,0.09749078,-0.22990105,-0.34091607,-0.12652904,1.1996374,0,0,1
0,1.1491475,1.1450647,-0.19537279,-0.26982567,-0.010769043,-0.38040125,-0.6007378,0,0,1
0,-1.2547895,-1.0180714,0.3185199,-0.3596555,0.067837395,-0.18200637,0.999596,0,1,0
0,0.34784535,-0.27449208,-0.7534713,1.1275307,1.0425571,1.1698321,-1.100842,1,0,0
0,-0.50355726,0.13109854,0.32404563,-0.65908897,-1.0012101,-0.64660674,1.1996374,0,0,1
0,-0.35331696,-0.8828677,-0.82530576,0.92790836,1.68713,0.8332275,-0.6007378,0,0,1
0,0.097434595,-0.2068902,-0.31141308,0.37894693,0.0049522435,0.4844453,-0.50071657,1,0,0
0,-1.1045492,-1.0856733,-0.15116698,-0.4894103,0.47659084,-0.67609847,0.599513,1,0,0
0,-0.80405325,-0.54487896,-1.1292208,1.3471153,0.94822943,1.1159854,0.79955447,0,1,0
0,-1.2047043,-1.0180714,-0.27273297,0.33902267,0.7281314,0.45618388,0.89957476,0,0,1
0,-0.5536425,-0.6800827,1.5065514,-1.4076729,1.0425571,-1.2757349,0.09940883,0,0,1
0,0.6984112,0.26628166,-0.5876995,0.33902267,-0.34091607,0.21460669,-1.0008208,0,1,0
0,0.29776013,0.33388352,-0.42745337,0.129419,-0.6238992,0.03769598,-0.10063361,0,0,1
0,-1.1546191,-1.2208564,-0.515865,0.38892826,1.0111146,0.34030747,0.49949178,0,1,0
0,0.49808568,0.8746573,-0.37219608,-0.469448,-0.5452928,-0.7844554,0.2994503,0,1,0
0,-0.5536425,-0.071707085,-1.2728897,1.6166055,0.1778864,1.3252878,0.999596,0,1,0
0,0.49808568,0.6042704,-0.13458979,0.17932458,0.979672,0.32542476,-0.10063361,0,0,1
0,0.19758973,1.212646,0.27431408,0.1992869,1.467032,0.6585238,1.399679,0,1,0
0,-1.4050299,-1.0180714,4.9767084,-2.5954258,0.9167869,-2.5228589,1.2996587,1,0,0
0,-1.755611,-1.7616508,-0.5932252,0.9179274,-0.6867844,1.021446,0.89957476,1,0,0
0,0.14750452,1.1450647,-0.73689413,0.74824834,-1.4728488,0.6631136,1.399679,0,1,0
0,1.2994031,1.2802478,-0.50481355,0.9478707,-0.56101406,1.1407406,-0.70075804,0,1,0
0,-1.0043788,-1.2208564,0.44561163,-0.41954243,-1.6143403,-0.19517018,0.1994291,0,1,0
0,0.7484964,0.26628166,-0.36114463,-0.0103164045,-0.85971856,-0.11542565,-1.100842,0,1,0
0,-0.10290622,-0.6800827,-0.39982474,-0.26982567,1.3412616,-0.51517373,-0.8007793,1,0,0
0,0.24767493,0.94225913,-0.40535045,0.17932458,0.067837395,0.12540936,0.89957476,0,1,0
1,-0.7038828,-1.2208564,-0.9855519,2.8143392,1.0111146,3.205563,-0.40069535,0,1,0
0,0.94882196,0.6042704,0.014604866,-0.3297122,-0.105096765,-0.3323354,-1.0008208,0,1,0
0,1.2493179,1.3478497,-0.46060774,0.62847483,1.577081,0.7244211,-0.50071657,0,1,0
0,0.097434595,1.1450647,0.5561262,-0.91859823,1.3098191,-0.92601514,1.4997002,0,1,0
0,-2.2564325,-2.775617,-0.47718492,0.728286,-1.5514551,0.8527482,0.39947057,0,0,1
0,-1.2547895,-0.74768454,1.0479159,-1.1880883,1.2783765,-1.114205,1.399679,0,1,0
0,-1.0043788,-0.071707085,-0.52139074,0.5186827,-0.828276,0.5194639,1.8997831,0,0,1
0,2.1007204,2.294214,-0.3556189,0.019626869,-0.15226063,-0.06831739,-0.8007793,0,1,0
0,-0.5536425,-0.74768454,0.7716296,-1.1282016,1.1526061,-1.1530325,-0.0006123865,0,0,1
0,0.097434595,-0.00410521,-0.83083147,1.3570963,1.1997701,1.411673,-0.20065387,0,1,0
0,0.44800046,0.19867977,-0.5490194,0.75822926,0.5080334,0.8348876,-0.6007378,0,1,0
0,1.1491475,0.7394741,-0.576648,0.30907902,0.649525,0.1810429,-1.2008623,0,0,1
0,1.4496434,1.6858385,0.49534318,-0.9585227,-0.52957153,-1.0227324,-0.40069535,0,1,0
0,-1.5052003,-1.2884582,-0.2782587,0.4088902,-0.1837032,0.5537307,1.0996172,0,1,0
0,-1.3048747,-1.2884582,0.44561163,-0.8786736,0.5551973,-0.9228906,0.6995333,0,0,1
0,1.1992327,0.7394741,-0.5932252,0.4488148,1.3727041,0.36419353,-1.3008834,0,0,1
0,-0.80405325,-1.1532751,-0.44955626,0.2891171,-1.4571275,0.24937166,-0.10063361,1,0,0
0,-0.90420836,-0.8828677,3.5731735,-2.2161434,-1.2055868,-2.0589228,0.49949178,0,1,0
0,-0.90420836,-1.1532751,0.114067964,-0.6990136,1.1526061,-0.8314858,0.09940883,0,0,1
0,-0.7038828,-0.13930896,0.025656322,-0.9784848,0.08355868,-1.3052266,1.1996374,0,1,0
0,0.14750452,-0.071707085,0.16932525,-0.59920245,-1.2055868,-0.64594287,-0.40069535,0,1,0
0,-0.25314656,-0.4772977,-0.5379679,0.61849385,-1.6143403,0.6470398,-0.20065387,0,1,0
0,1.1491475,0.6042704,0.10301651,-0.80880594,1.5613596,-1.0052911,-1.4009037,0,0,1
0,-0.15297614,-0.6124808,0.20247962,-0.3596555,0.649525,-0.2566534,-0.6007378,0,0,1
0,1.0489924,0.8746573,-0.23405288,-0.16003315,-1.2527508,-0.2450915,-0.8007793,0,0,1
0,-1.4551151,-1.4912639,0.24668543,0.22923017,0.429427,0.68442154,0.6995333,0,1,0
0,0.44800046,0.46908727,-1.4994446,1.6265866,0.8381804,1.1126555,-0.20065387,0,0,1
0,-0.45347208,-0.8152864,0.07538787,-0.7389382,-0.27803093,-0.9147068,-0.3006751,1,0,0
1,-0.90420836,-1.0180714,6.2918315,-2.9248025,-0.34091607,-3.0604851,0.2994503,0,0,1
1,-1.054464,-0.13930896,-1.123695,3.1536973,-1.2055868,3.4826474,1.8997831,0,1,0
0,0.7985816,0.4014854,0.40693155,0.24919248,-0.16798191,0.83571726,-1.0008208,0,1,0
0,-1.054464,-1.4912639,-1.3999815,1.9459823,-0.828276,1.6134852,-0.10063361,0,1,0
0,-1.3048747,-1.4236621,0.09749078,-0.4494857,1.0425571,-0.46103415,0.49949178,0,1,0
0,0.34784535,0.67187226,-1.2231581,0.8181162,0.319378,0.34501427,0.2994503,0,1,0
0,1.1992327,0.7394741,-0.515865,0.2891171,-1.6143403,0.19909927,-1.3008834,0,1,0
0,-0.753968,-0.95046955,-1.0794892,1.2972097,0.09927996,1.0973821,0.09940883,0,0,1
0,0.8987367,0.53666854,0.43456018,-0.21992008,-0.7653908,0.11384699,-1.0008208,0,0,1
0,0.047349393,0.94225913,-1.0131805,0.5685883,0.649525,0.19282974,1.2996587,0,1,0
0,1.3995582,1.5506347,-0.25063008,-0.24986336,1.4198681,-0.38764703,-0.50071657,0,1,0
0,1.2994031,0.33388352,-0.1566927,-0.27980664,1.4041468,-0.36965895,-2.10105,0,1,0
0,0.44800046,1.6182365,-0.92476887,1.0975873,0.539476,0.97433776,1.4997002,0,1,0
0,-1.6554406,-1.6940489,-0.13458979,0.20926785,-0.828276,0.36980873,0.79955447,0,0,1
0,-0.45347208,0.33388352,-0.23957862,-0.47942898,-0.74966955,-0.716332,1.399679,0,1,0
0,-0.6037277,-0.13930896,-0.27273297,0.05955111,0.25649282,0.04877023,0.999596,0,1,0
0,2.00055,2.0238273,-0.8971402,1.5966432,-0.73394823,1.6715899,-1.0008208,0,0,1
0,0.7484964,0.53666854,-0.9523975,0.8979651,1.3412616,0.68244904,-0.70075804,0,1,0
0,1.9504648,2.159031,-0.32246453,0.4088902,1.4041468,0.5192786,-0.70075804,0,1,0
0,0.8987367,0.46908727,1.169482,-1.068315,0.39798442,-0.84864384,-1.100842,0,1,0
0,0.047349393,-0.54487896,-0.6705854,-0.020297749,1.7814577,-0.3474722,-0.9007995,0,0,1
0,0.99890715,0.67187226,0.14722234,-0.21992008,1.7342938,-0.07810258,-1.0008208,0,1,0
0,1.3995582,0.4014854,0.42903444,-0.20993873,1.5613596,0.12594621,-2.2010705,0,1,0
0,-1.2047043,-0.6800827,1.5231286,-1.4675597,-0.6553418,-1.3744929,1.399679,0,0,1
0,-0.80405325,-0.95046955,0.38482863,-0.4993913,-0.07365419,-0.35932735,0.1994291,0,1,0
0,-0.0027358106,-0.27449208,-0.64295673,0.8680218,-0.63962054,0.9087237,-0.40069535,0,0,1
0,-1.054464,-1.0180714,-1.2949927,0.71830505,0.74385273,0.15638502,0.599513,0,1,0
0,-0.95429355,-1.4236621,0.41245726,-0.41954243,1.3884255,-0.21614663,-0.20065387,0,1,0
0,-0.25314656,-0.4772977,-0.42745337,0.66839945,-1.5828978,0.8086575,-0.20065387,0,1,0
0,1.7501394,1.5506347,-0.7479456,0.85804045,1.3412616,0.8046537,-1.2008623,0,1,0
0,0.44800046,0.4014854,-0.19537279,0.63845617,0.33509928,0.9561352,-0.3006751,0,1,0
0,-0.052821014,0.063496664,0.78268105,-1.0882771,1.4041468,-1.0817641,0.1994291,0,1,0
0,0.59825605,0.46908727,0.15827379,-0.1700145,-0.92260367,0.0058410624,-0.50071657,0,1,0
0,-0.4033869,-0.8152864,-0.09038396,-0.110127576,0.067837395,-0.073229566,-0.40069535,0,0,1
1,1.1491475,0.063496664,-1.206581,1.2672665,0.4137057,0.9396411,-2.2010705,0,1,0
0,-1.35496,-0.8828677,0.06433642,-0.0003354402,0.2722141,0.19974358,1.399679,0,1,0
1,0.29776013,-0.4096958,-0.9523975,2.3152838,-0.98548883,2.5780559,-1.2008623,0,0,1
0,-0.45347208,0.063496664,-0.2948359,0.069532454,-1.0798166,0.047422435,0.999596,0,1,0
0,-0.90420836,-1.5588452,0.78268105,-0.8986359,-0.37235865,-0.769866,-0.50071657,0,0,1
0,-0.4033869,0.26628166,-0.19537279,0.32904133,-1.1112591,0.5008315,1.1996374,0,0,1
0,2.00055,2.091429,-0.7479456,0.7083237,-0.27803093,0.5989935,-0.9007995,0,1,0
0,-1.35496,-1.2208564,0.76057816,-0.50937223,-1.3627998,-0.14328681,0.89957476,0,0,1
0,1.0489924,1.0774629,0.89319557,-1.3777294,-0.9697675,-1.5066485,-0.50071657,1,0,0
0,1.7501394,1.8210422,-0.758997,0.69834274,-1.3313571,0.57610327,-0.8007793,0,0,1
0,0.94882196,0.46908727,0.98160726,-1.317843,-1.268472,-1.3651084,-1.2008623,0,1,0
0,-0.4033869,-0.00410521,-1.0518606,1.0377009,1.8600641,0.78074807,0.79955447,0,0,1
0,-1.0043788,-1.6940489,1.351831,-1.2180318,0.869623,-1.0155449,-0.50071657,0,0,1
1,1.7000542,0.94225913,-1.2839411,1.3970209,-1.0012101,1.033516,-2.001029,0,0,1
0,0.14750452,1.1450647,1.556283,-1.3677485,1.4827532,-1.1818403,1.399679,0,1,0
0,-0.5536425,-1.0180714,1.1197504,-0.54929686,0.14644383,0.010196816,-0.40069535,0,1,0
0,-1.2547895,-1.0856733,0.5174461,-0.66907036,1.6556873,-0.548396,0.89957476,0,1,0
0,0.648326,0.46908727,-0.12906405,0.59853154,0.1778864,0.9512914,-0.6007378,0,1,0
0,-0.753968,-1.2208564,0.6334864,-1.2878995,-1.48857,-1.4815317,-0.3006751,0,1,0
0,-0.85413843,-1.4236621,0.90424705,-1.1082394,0.6180824,-1.0525068,-0.40069535,0,1,0
0,-0.7038828,-0.34209394,0.79925823,-1.2180318,-1.0012101,-1.287024,0.89957476,0,0,1
0,-0.90420836,-1.4912639,-0.7092655,1.3371344,0.036394816,1.4992689,-0.40069535,0,0,1
0,-0.90420836,-0.74768454,0.25221115,-0.56925917,-1.1741443,-0.5497042,0.6995333,0,0,1
0,0.34784535,-0.071707085,-0.70373976,0.5286637,0.74385273,0.38759148,-0.8007793,0,1,0
0,-0.85413843,-1.0856733,0.25221115,-0.93856037,0.3036567,-1.1223984,0.09940883,0,1,0
0,-1.3048747,-1.1532751,-0.2561558,0.11943804,-1.0169314,0.14814296,0.89957476,0,1,0
1,0.19758973,-0.071707085,5.656373,-2.7151992,-0.4195225,-2.6550436,-0.50071657,1,0,0
1,1.0489924,0.063496664,-0.8860888,0.8181162,0.9167869,0.6321375,-2.001029,0,0,1
0,-0.753968,-0.34209394,-0.61532813,0.34900364,-0.32519478,0.20736091,0.999596,0,1,0
0,1.9003797,1.9562253,0.16932525,-0.41954243,0.6180824,-0.36997175,-0.9007995,1,0,0
0,0.34784535,-0.27449208,0.009079138,-0.5393159,0.36654183,-0.65193874,-1.100842,0,1,0
0,-1.2047043,-0.27449208,-1.4441873,1.0377009,-1.6615041,0.43130153,1.9998044,1,0,0
0,0.047349393,-0.4772977,0.9539786,-1.1481639,0.5237547,-1.0939808,-0.8007793,0,1,0
0,0.648326,0.33388352,-0.32246453,-0.030278714,-0.35663736,-0.11707624,-0.8007793,0,0,1
0,-1.0043788,-0.27449208,-0.018549502,-0.26982567,0.19360769,-0.2638409,1.5997214,0,1,0
0,0.19758973,-0.071707085,-0.23957862,-0.8187871,0.7281314,-1.213041,-0.50071657,0,1,0
0,-1.5552855,-1.5588452,-0.4164019,0.13940035,-1.598619,0.060058944,0.79955447,0,1,0
0,-0.35331696,-0.6124808,0.5229718,-0.31973127,-0.71822697,0.013340917,-0.20065387,0,1,0
0,-0.6037277,0.13109854,0.2411597,-0.42952338,0.13072254,-0.33998188,1.399679,0,0,1
0,1.9003797,1.9562253,-0.5379679,0.82809716,-0.8754398,0.94275653,-0.9007995,0,1,0
0,-0.6537976,-0.13930896,-0.062755324,-0.3297122,1.4041468,-0.38251036,1.0996172,0,0,1
0,0.34784535,1.4154516,-0.79767716,0.18930593,0.7752953,-0.15078665,1.399679,0,1,0
0,-0.4033869,-1.0180714,1.8104664,-1.2978806,0.47659084,-0.93607354,-0.70075804,0,1,0
1,-0.753968,-0.2068902,5.9547625,-2.785067,-0.08937548,-2.766438,1.1996374,0,1,0
0,0.24767493,-0.13930896,-0.17326988,-0.21992008,0.6652463,-0.29219976,-0.70075804,0,0,1
0,0.14750452,-0.6124808,-0.44955626,0.4288525,1.0582784,0.44870362,-1.2008623,0,0,1
0,1.1992327,1.3478497,-0.455082,0.33902267,-1.3313571,0.3163235,-0.40069535,1,0,0
0,-0.35331696,-0.6124808,-1.3613014,1.3670776,1.2783765,0.9218097,-0.20065387,0,1,0
0,0.14750452,0.7394741,-1.0463349,1.8661335,0.35082054,1.879886,0.79955447,0,0,1
0,1.5498139,1.8210422,-1.0297577,1.1774362,-0.16798191,0.9854116,-0.40069535,0,1,0
0,0.24767493,1.3478497,0.58928055,-1.0483527,-0.02649033,-1.1169298,1.4997002,0,1,0
0,-1.4551151,-1.4912639,-0.34456745,-0.33969358,1.0897211,-0.57971364,0.6995333,0,1,0
0,-0.5536425,0.13109854,2.385142,-1.677163,0.74385273,-1.3932719,1.2996587,0,1,0
0,-0.45347208,-1.1532751,-1.184478,0.68836176,-1.2527508,0.20975325,-0.8007793,0,1,0
0,-1.1546191,-0.8828677,-0.333516,0.5685883,-0.23086706,0.7417544,0.999596,0,1,0
0,2.00055,2.091429,0.99818444,-1.1282016,-0.02649033,-1.0381223,-0.9007995,0,1,0
0,1.3995582,1.4830534,-0.13458979,-0.31973127,0.85390174,-0.41430655,-0.6007378,0,1,0
0,-0.50355726,0.063496664,0.22458252,0.18930593,-0.828276,0.60618097,1.0996172,0,1,0
0,1.9504648,2.091429,0.7108466,-0.55927783,0.46086955,-0.25540352,-0.8007793,0,0,1
0,-1.1546191,-0.2068902,0.42350873,-0.88865477,-1.378521,-0.9508588,1.9998044,1,0,0
0,-0.50355726,0.26628166,-0.8695116,1.2972097,-0.2937522,1.2940581,1.399679,0,1,0
0,0.94882196,0.46908727,2.2525246,-1.4975029,0.46086955,-1.1054065,-1.2008623,0,1,0
0,-1.4551151,-1.4912639,-0.007498046,-0.56925917,1.1526061,-0.7071328,0.6995333,0,0,1
0,-0.50355726,0.063496664,-0.52691644,0.76821065,0.8381804,0.8675822,1.0996172,0,1,0
0,0.097434595,1.1450647,-1.3999815,1.506813,-1.0326527,1.0609183,1.4997002,0,1,0
0,-0.80405325,-1.2208564,-0.22300144,-0.0003354402,1.6242448,-0.0033772343,-0.20065387,0,0,1
0,-0.35331696,-0.6800827,-0.51033926,1.0377009,0.5080334,1.263082,-0.3006751,0,1,0
0,0.7985816,0.53666854,-0.576648,0.71830505,0.6966889,0.7555921,-0.8007793,1,0,0
0,-0.50355726,0.19867977,-0.37219608,-0.38959914,-0.16798191,-0.6694578,1.2996587,0,1,0
0,1.0990776,0.94225913,-0.7811,0.71830505,1.4827532,0.5850488,-0.8007793,0,0,1
